Opened	Name	City	Market
8/22/2024	McHenry & Orangeburg	Modesto	California\ModestoStockton
8/19/2024	Shawnee Mission & Antioch Rd	Merriam	Kansas\KansasCityKansasSuburbs
8/19/2024	Broadway & 33rd	Edmond	Oklahoma\OklahomaCity
8/19/2024	Lincoln Trail and Lanaghan	Fairview Heights	Illinois\GreaterStLouis
8/16/2024	Wilkes-Barre, Kidder Street	Wilkes Barre	Pennsylvania\PennsylvaniaRemoteMarkets
8/16/2024	Bethlehem, Westgate	Bethlehem	Pennsylvania\Allentown
8/16/2024	Davidson O & Montee Paiement	Gatineau	Quebec\Gatineau
8/16/2024	Hwy 30 & Hilltop	Chicago Heights	Illinois\Cook
8/15/2024	Yaphank-495 & William Floyd	Yaphank	NewYork\LongIsland
8/13/2024	Marine Creek & Loop 820	Fort Worth	Texas\FortWorth
8/12/2024	Davis & Smithfield	North Richland Hills	Texas\MidCities
8/12/2024	I-70 & State Street	Greenfield	Indiana\Indianapolis
8/12/2024	Hwy 98 & Lamar	Hattiesburg	Mississippi\MississippiRemoteMarkets
8/12/2024	Gibsonton Dr & Alafia Trace Bl	Riverview	Florida\Tampa
8/11/2024	Narcoossee Rd & McCoy	Orlando	Florida\Orlando
8/9/2024	McDowell and 67th Ave	Phoenix	Arizona\Phoenix
8/9/2024	1901 N.Tryon, North End	Charlotte	NorthCarolina\Charlotte
8/9/2024	Cafe at VV Town Center	Victorville	California\SanBernardinoCounty
8/8/2024	192nd and 1st	Vancouver	Washington\SouthwesternWashington
8/7/2024	Speedway & Country Club	Tucson	Arizona\Tucson
8/5/2024	Mendham Cafe	Mendham	NewJersey\NorthJersey
8/5/2024	Cassady Blvd & N. Mayo Trail	Pikeville	Kentucky\KentuckyRemoteMarkets
8/5/2024	Corvette Dr & IL-16	Litchfield	Illinois\IllinoisRemoteMarkets
8/3/2024	Westbard Square - Bethesda	Bethesda	Maryland\WashingtonDCArea
8/3/2024	Douglas & S. Harding	Roseville	California\Sacramento
8/2/2024	MLK Jr Blvd & E23rd St	Panama City	Florida\Panhandle
8/2/2024	US 301 & Balm Rd	Riverview	Florida\Tampa
8/2/2024	Alafaya Trail & McCulloch Rd	Oviedo	Florida\Orlando
8/2/2024	452 Knickerbocker	Brooklyn	NewYork\Brooklyn
8/2/2024	I-40 & Sweeten Creek	Asheville	NorthCarolina\Asheville
7/30/2024	Eastbluff & Vista Del Sol	Newport Beach	California\OrangeCounty
7/29/2024	Butler & 20th - Farmington	Farmington	NewMexico\NewMexicoRemoteMarkets
7/29/2024	Hwy 50 and Lynwood	Grand Junction	Colorado\GrandJunction
7/29/2024	Hwy 59 & Miller St	Atlanta	Texas\RemoteMarkets
7/28/2024	Eldorado & Stonebridge	McKinney	Texas\DallasSuburbs
7/27/2024	Ashland, Union St	Ashland	Massachusetts\BostonSuburbs
7/27/2024	Grants Mill Rd & Old Leeds Rd	Irondale	Alabama\Birmingham
7/27/2024	Lecanto Hwy & Norvell Bryant	Lecanto	Florida\FloridaRemoteMarkets
7/27/2024	Franklin & Columbia	Chapel Hill	NorthCarolina\RaleighDurhamChapelHill
7/26/2024	Seminole Pratt Whitney & Persi	Westlake	Florida\PalmBeachCounty
7/26/2024	Ross Clark Circle & Oates St	Dothan	Alabama\AlabamaRemoteMarkets
7/26/2024	Brockton, Rte 123	Brockton	Massachusetts\BostonSuburbs
7/26/2024	Granary	Philadelphia	Pennsylvania\Philadelphia
7/26/2024	Hill & US34	Montgomery	Illinois\Kane
7/22/2024	Pellicano Dr & Joe Battle	El Paso	Texas\ElPaso
7/22/2024	San Pablo & Beach Blvd	Jacksonville	Florida\Jacksonville
7/22/2024	Tuckerton Rd and Cypress Creek	Cypress	Texas\HoustonSuburbs
7/22/2024	99th and Van Buren	Tolleson	Arizona\Phoenix
7/20/2024	2 E Park Ave - Long Beach	Long Beach	NewYork\LongIsland
7/20/2024	Hwy 29 & Hull	Athens	Georgia\Athens
7/19/2024	US 51 & Imperial	Rothschild	Wisconsin\NorthernWisconsin
7/19/2024	176 Boylston St	Boston	Massachusetts\Boston
7/19/2024	Jonesboro Rd & Mt. Carmel Rd	Mcdonough	Georgia\GeorgiaRemoteMarkets
7/18/2024	Myrtle & Foothill Blvd	Monrovia	California\SanGabrielValley
7/18/2024	Capitol & Evergreen	San Jose	California\SantaClaraCounty
7/18/2024	LPGA Blvd & Tymber Creek Rd	Daytona	Florida\DaytonaOrmond
7/18/2024	F St. & Ash	Oakdale	California\ModestoStockton
7/17/2024	Westminster Crossing_Englar Ro	Westminster	Maryland\Frederick
7/17/2024	200 Madison Ave - Morris Towns	Morristown	NewJersey\NorthJersey
7/16/2024	Winchester & Domenigoni, Winch	Winchester	California\RiversideCounty
7/15/2024	State and Plummer	Star	Idaho\Boise
7/15/2024	Constellation & Clinton Ave	Huntsville	Alabama\Huntsville
7/15/2024	Cody Rd & Eagle Ridge Rd	Le Claire	Iowa
7/15/2024	I-15 and Custer - Helena	Helena	Montana
7/13/2024	Seaboard Station	Raleigh	NorthCarolina\RaleighDurhamChapelHill
7/12/2024	South Charleston, Park Place	South Charleston	WestVirginia
7/12/2024	Cary Parkway & Darrington	Cary	NorthCarolina\RaleighDurhamChapelHill
7/12/2024	I-65 & AL 157	Cullman	Alabama\AlabamaRemoteMarkets
7/11/2024	14 Mile & Haggerty	Commerce Township	Michigan\DetroitSuburbs
7/11/2024	Balboa Ave & Mt. Rias Place	San Diego	California\SanDiego
7/8/2024	Veterans Dr and Odea St	Abbeville	Louisiana\Lafayette
7/8/2024	1950 Wilfrid-Hamel	Quebec	Quebec\QuebecCity
7/5/2024	Skaha Lake Rd. & Waterford Ave	Penticton	BritishColumbia\EasternBritishColumbia
7/5/2024	Wytheville - I-81 and Chapman	Wytheville	Virginia\VirginiaRemoteMarkets
7/5/2024	Hwy 75 & 20th Street	Okmulgee	Oklahoma\OklahomaRemoteMarkets
7/3/2024	I-35 and Aquarena Springs	San Marcos	Texas\SanAntonioSuburbs
7/2/2024	US 64 & 21st	Tulsa	Oklahoma\Tulsa
7/2/2024	The Grove at U of Delaware	Newark	Delaware
7/2/2024	Hawthorne & Del Amo	Torrance	California\LosAngelesCountySouthBay
7/2/2024	Delmont, Hollywood Square	Delmont	Pennsylvania\PittsburghSuburbs
7/1/2024	US-51 & Marion Ave	Forsyth	Illinois\IllinoisRemoteMarkets
7/1/2024	S. 1st & Pleasant - Selah	Selah	Washington\CentralWashington
7/1/2024	Southport & Franklin Rd	Indianapolis	Indiana\Indianapolis
7/1/2024	Kenmore Sq, Commonwealth Ave	Boston	Massachusetts\Boston
7/1/2024	HWY 16 & Cherry St	Graham	Texas\RemoteMarkets
6/28/2024	Hwy 98 & Van Avenue	Daphne	Alabama\Mobile
6/28/2024	Hwy 17 & I-85	Lavonia	Georgia\GeorgiaRemoteMarkets
6/27/2024	Tradepoint Atlantic	Sparrows Point	Maryland\Baltimore
6/27/2024	Royal Bank Plaza PATH	Toronto	Ontario\Toronto
6/26/2024	293 Upper Centennial Parkway	Stoney Creek	Ontario\HamiltonRegion
6/26/2024	Lone Pine Blvd - The Dalles	The Dalles	Oregon\OregonRemoteMarkets
6/25/2024	North East Station	North East	Maryland\MarylandRemoteMarkets
6/25/2024	Elliot and Estrella	Goodyear	Arizona\Phoenix
6/22/2024	Avon Marketplace - Nagel Rd	Avon	Ohio\Cleveland
6/21/2024	Port Washington-Soundview	Port Washington	NewYork\LongIsland
6/21/2024	Pickup - Imperial & Randolph	Brea	California\OrangeCounty
6/21/2024	87th Street & Loop 338	Odessa	Texas\MidlandOdessa
6/21/2024	I-20 & Hwy 521	Camden	SouthCarolina\SouthCarolinaRemoteMarkets
6/19/2024	Covington Pike and Stage	Memphis	Tennessee\Memphis
6/19/2024	Garey & Arrow	Pomona	California\SanGabrielValley
6/14/2024	Sugar Wharf	Toronto	Ontario\Toronto
6/14/2024	Bangor, 693 Broadway	Bangor	Maine
6/14/2024	Brighton, S. Clinton	Brighton	NewYork\Rochester
6/13/2024	Central & 47th	Chicago	Illinois\Chicago
6/12/2024	Mission & Industrial	Hayward	California\AlamedaCounty
6/10/2024	Taylor Drive and Wildcat Blvd	Burlington	Kentucky\GreaterCincinnati
6/10/2024	Paseo del Norte & N Resler Dr	El Paso	Texas\ElPaso
6/10/2024	N Lamar Blvd & Airport Blvd	Austin	Texas\Austin
6/10/2024	Macarthur & Las Colinas Blvd	Irving	Texas\MidCities
6/7/2024	Preston & Lorimar Dr	Plano	Texas\DallasSuburbs
6/7/2024	Bannerman Rd & Bull Headley Rd	Tallahassee	Florida\Panhandle
6/7/2024	Eagle & Victory	Meridian	Idaho\Boise
6/7/2024	East Stroudsburg, Brown Street	East Stroudsburg	Pennsylvania\PennsylvaniaRemoteMarkets
6/6/2024	McOrmond	Saskatoon	Saskatchewan
6/4/2024	Waterton and Rampart	Littleton	Colorado\Denver
6/3/2024	Truxel & Gateway Blvd	Sacramento	California\Sacramento
6/3/2024	I-64 & Simpsonville-Buck Creek	Simpsonville	Kentucky\KentuckyRemoteMarkets
6/3/2024	HWY 78 & Eubanks	Wylie	Texas\DallasSuburbs
6/1/2024	Laurier Quebec	Quebec	Quebec\QuebecCity
5/31/2024	The Diamond - Arthur Ashe and	Richmond	Virginia\Richmond
5/31/2024	1815 Fortune Park Rd	Charlottesville	Virginia\Charlottesville
5/31/2024	CR210 & Beachwalk Blvd	St. Johns	Florida\Jacksonville
5/31/2024	Fairview Rd & I240, River Ridg	Asheville	NorthCarolina\Asheville
5/30/2024	Grant & Campbell	Tucson	Arizona\Tucson
5/30/2024	Green River & Dominguez Ranch	Corona	California\RiversideCounty
5/30/2024	Main & Roberta	Barstow	California\SanBernardinoCounty
5/29/2024	32nd St & Ave 8E (I-8)	Yuma	Arizona\Yuma
5/28/2024	Jensen & Bethel	Sanger	California\CentralValley
5/27/2024	Oliver Lancaster Rd & Military	Malvern	Arkansas
5/27/2024	8th St. & 40th Ave S	Moorhead	Minnesota\MinnesotaRemoteMarkets
5/25/2024	Aquidneck, Middletown, RI	Middletown	RhodeIsland
5/24/2024	Memorial Pkwy & Cameron Rd SW	Huntsville	Alabama\Huntsville
5/24/2024	1050 Bank St	Ottawa	Ontario\Ottawa
5/24/2024	910 Kinzie	Bradley	Illinois\IllinoisRemoteMarkets
5/24/2024	1st & Harrison	Maywood	Illinois\Cook
5/24/2024	Hauppauge-Motor Pkwy & Kennedy	Hauppauge	NewYork\LongIsland
5/24/2024	Main and Chavez - Belen	Belen	NewMexico\Albuquerque
5/23/2024	91st Ave & I-10	Tolleson	Arizona\Phoenix
5/22/2024	Harrison, Halstead Ave	Harrison	NewYork\WestchesterCounty
5/20/2024	One Liberty Plaza	New York	NewYork\NewYorkCity
5/20/2024	University & Yellowstone-Rexbu	Rexburg	Idaho\IdahoRemoteMarkets
5/20/2024	Oxnard & Ives	Oxnard	California\Ventura
5/20/2024	Andover Rd & Willowbrook St	Andover	Kansas\Wichita
5/20/2024	23rd Ave and 34th St.	Evans	Colorado\FortCollins
5/20/2024	FM 1488 & Spur 149	Magnolia	Texas\HoustonSuburbs
5/20/2024	HWY 287 & Old Windthorst Rd	Wichita Falls	Texas\RemoteMarkets
5/18/2024	Panama & Ashe	Bakersfield	California\KernCounty
5/17/2024	Rosedale Village	Chilliwack	BritishColumbia\Vancouver
5/17/2024	US 17-92 & Lake Mary Blvd	Sanford	Florida\Orlando
5/17/2024	Ukee St at Okinawan Cultural C	Waipahu	Hawaii\Oahu
5/17/2024	W Ehringhaus St	Elizabeth City	NorthCarolina\OuterBanks
5/17/2024	Woodbine Rd	Pace	Florida\Panhandle
5/17/2024	Aloma Ave & Tuskawilla Rd	Oviedo	Florida\Orlando
5/17/2024	321 & S. Main, Granite Falls	Granite Falls	NorthCarolina\NorthCarolinaRemoteMarkets
5/17/2024	E Silver Springs and NE 36th A	Ocala	Florida\Gainesville
5/17/2024	Las Vegas Blvd & Cactus Ave	Las Vegas	Nevada\LasVegas
5/17/2024	Hayes - GW Parkway	Hayes	Virginia\ChesapeakeBayRegion
5/17/2024	John & Monterey	Salinas	California\CentralCoast
5/16/2024	Rush Rubschlager Bldg - 4th Fl	Chicago	Illinois\Chicago
5/16/2024	Logan - 14th N and 8th E	Logan	Utah
5/16/2024	Evans Rd & Commercial Court	Chilliwack	BritishColumbia\Vancouver
5/14/2024	Shadyside, Walnut Street	Pittsburgh	Pennsylvania\Pittsburgh
5/14/2024	Bathurst & Eglinton	Toronto	Ontario\Toronto
5/11/2024	Hwy 544 & Singleton Ridge Rd	Conway	SouthCarolina\MyrtleBeach
5/11/2024	I-10 & US Hwy 129	Live Oak	Florida\FloridaRemoteMarkets
5/10/2024	Shoppers World, Framingham	Framingham	Massachusetts\BostonSuburbs
5/10/2024	Bayberry	Newport News	Virginia\ChesapeakeBayRegion
5/10/2024	Boughton & Aspen	Bolingbrook	Illinois\DuPage
5/9/2024	Railroad & Hwy 4	Pittsburg	California\ContraCostaCounty
5/6/2024	Morton & Lincoln	Jacksonville	Illinois\IllinoisRemoteMarkets
5/6/2024	54th S and 56th W	West Valley City	Utah
5/4/2024	Southern Blvd & Lamstein	Royal Palm Beach	Florida\PalmBeachCounty
5/3/2024	NC-127 & Rink Dam	Taylorsville	NorthCarolina\NorthCarolinaRemoteMarkets
5/3/2024	Parrish and 88th	Otsego	Minnesota\MinneapolisSuburbs
5/3/2024	170 Evans Avenue	Etobicoke	Ontario\GreaterTorontoArea
5/3/2024	350 Ontario Street South	St. Catharines	Ontario\NiagaraRegion
5/1/2024	Northside & 11th - INTERLOCK	Atlanta	Georgia\Atlanta
5/1/2024	Hayden and McDowell	Scottsdale	Arizona\Phoenix
4/30/2024	Mooney & Caldwell	Visalia	California\CentralValley
4/29/2024	N. Zaragoza and North Loop Dr	El Paso	Texas\ElPaso
4/29/2024	Beltway 8 and Blackhawk Blvd	Houston	Texas\Houston
4/28/2024	Topanga & Erwin	Woodland Hills	California\LosAngelesCounty
4/27/2024	71st & York (SEC)	New York	NewYork\NewYorkCity
4/26/2024	MS 12 and Industrial Park	Starkville	Mississippi\MississippiRemoteMarkets
4/26/2024	Marlborough, E Hampton Rd	Marlborough	Connecticut\ConnecticutRemoteMarkets
4/26/2024	Methuen, Broadway	Methuen	Massachusetts\BostonSuburbs
4/26/2024	US 61 and Old Main	Red Wing	Minnesota\MinnesotaRemoteMarkets
4/26/2024	Toronto Eaton Centre South	Toronto	Ontario\Toronto
4/26/2024	Corning	Corning	NewYork\SouthernTier
4/26/2024	950 Melville Street	Saskatoon	Saskatchewan
4/26/2024	Jolliff Landing @ Portsmouth B	Chesapeake	Virginia\ChesapeakeBayRegion
4/26/2024	Lewistown, Mifflin Commons	Burnham	Pennsylvania\PennsylvaniaRemoteMarkets
4/26/2024	Gallup - Route 66 & Will St	Gallup	NewMexico\NewMexicoRemoteMarkets
4/26/2024	Hwy 96 & Houston Lake Rd	Bonaire	Georgia\Macon
4/26/2024	East Liverpool	East Liverpool	Ohio\OhioRemoteMarkets
4/25/2024	E 10th & Hwy 101	Gilroy	California\SantaClaraCounty
4/25/2024	Highland & Eucalyptus	San Bernardino	California\SanBernardinoCounty
4/22/2024	Ronald Reagan Pkwy & Connector	Brownsburg	Indiana\Indianapolis
4/22/2024	Hill Center Green Hills	Nashville	Tennessee\Nashville
4/19/2024	Punxsutawney	Punxsatawney	Pennsylvania\PennsylvaniaRemoteMarkets
4/19/2024	I-75 & Jodeco	Stockbridge	Georgia\AtlantaSuburbs
4/18/2024	The Parks at Walter Reed	Washington	WashingtonDC\WashingtonDC
4/18/2024	Alameda & Race	San Jose	California\SantaClaraCounty
4/18/2024	Ann & Rio Vista	Las Vegas	Nevada\LasVegas
4/16/2024	2nd Ave and 38th St - Willisto	Williston	NorthDakota
4/16/2024	Griffintown - Peel & Ottawa	Montreal	Quebec\Montreal
4/15/2024	Evelyn Gandy Pkwy & Old MS-42	Petal	Mississippi\MississippiRemoteMarkets
4/14/2024	WT Harris & Davis Lake Pkwy	Charlotte	NorthCarolina\Charlotte
4/12/2024	Camillus Commons	Camillus	NewYork\Rochester
4/12/2024	Lee, Rt. 4	Lee	NewHampshire
4/12/2024	Dixie Hwy & Bearcat	Bridgeport	Michigan\MichiganRemoteMarkets
4/11/2024	Whitewater - Main St	Whitewater	Wisconsin\WisconsinRemoteMarkets
4/9/2024	Belcamp, James Runs	Bel Air	Maryland\Baltimore
4/8/2024	Pine & Main	Chino	California\SanBernardinoCounty
4/8/2024	Stamford, 64 High Ridge Rd	Stamford	Connecticut\SouthernConnecticut
4/8/2024	2nd Street & 11th Avenue	Rochester	Minnesota\RochesterMN
4/8/2024	Market St & Caroline St	Bloomington	Illinois\IllinoisRemoteMarkets
4/8/2024	I-30 and University	Texarkana	Texas\RemoteMarkets
4/8/2024	Fayetteville, Fayette Town Cen	Fayetteville	WestVirginia
4/8/2024	Hwy 84 and Texas Central Pkwy	Woodway	Texas\RemoteMarkets
4/7/2024	Cle Elum - W 1st Street	Cle Elum	Washington\CentralWashington
4/5/2024	SR 38 & I-69	Pendleton	Indiana\Indianapolis
4/5/2024	Yucaipa & Avenue E	Yucaipa	California\SanBernardinoCounty
4/5/2024	Village at Pine, Wexford	Wexford	Pennsylvania\PittsburghSuburbs
4/5/2024	Agawam, Main St	Agawam	Massachusetts\WesternMassachusetts
4/5/2024	I-20 & River Watch Pkwy	Augusta	Georgia\Augusta
4/5/2024	I-85 & Hwy 101	Greer	SouthCarolina\Greenville
4/4/2024	Shasta View & Hartnell	Redding	California\NorthernCalifornia
4/4/2024	Grand & 30th St W - Billings	Billings	Montana
4/3/2024	Azusa & Newburgh	Azusa	California\SanGabrielValley
4/2/2024	4th & Haven	Ontario	California\SanBernardinoCounty
4/1/2024	130th and Pearl Rd	Middleburg Heights	Ohio\Cleveland
4/1/2024	Beltline & Bluegrove Rd	Lancaster	Texas\DallasSuburbs
4/1/2024	708 N. Main Street	River Falls	Wisconsin\WisconsinRemoteMarkets
4/1/2024	144th and Canopy Ave	Omaha	Nebraska\Omaha
4/1/2024	Mahan Dr & Weems Rd	Tallahassee	Florida\Panhandle
4/1/2024	I-35 & Wind River	Denton	Texas\Denton
3/30/2024	SR 46 and International Pkwy	Sanford	Florida\Orlando
3/29/2024	Toronto Eaton Centre North	Toronto	Ontario\Toronto
3/29/2024	Thorndale Station	Thorndale	Pennsylvania\PhiladelphiaSuburbs
3/29/2024	Bourne, Sagamore Bridge	Bourne	Massachusetts\CapeCod
3/29/2024	Barrington & Lakewood	Hoffman Estates	Illinois\Cook
3/29/2024	Hwy 316 & Harbins Rd	Dacula	Georgia\GeorgiaRemoteMarkets
3/28/2024	Whitley & Norboe	Corcoran	California\CentralValley
3/27/2024	Stowe, 109 Main Street	Stowe	Vermont
3/26/2024	Winchester and Riverdale	Memphis	Tennessee\Memphis
3/26/2024	858 Sackville Drive	Lower Sackvile	NovaScotia
3/25/2024	Penn Station Concourse	New York	NewYork\NewYorkCity
3/25/2024	6th Street & Crestline Dr	Lawrence	Kansas\KansasRemoteMarkets
3/25/2024	I-55 & Hollywood	Blytheville	Arkansas
3/25/2024	Hwy 288 and E Orem Dr	Houston	Texas\Houston
3/24/2024	US17 & Country Club	Hampstead	NorthCarolina\Wilmington
3/23/2024	Canoe Creek & Pine Tree Dr	St. Cloud	Florida\Orlando
3/22/2024	Scarborough, Payne Rd	Scarborough	Maine
3/22/2024	Maalaea Harbor	Wailuku	Hawaii\Maui
3/21/2024	Laurel Canyon & Kittridge	North Hollywood	California\LosAngelesCounty
3/20/2024	W Cary St	Richmond	Virginia\Richmond
3/20/2024	Wilbraham, Boston Rd	Wilbraham	Massachusetts\WesternMassachusetts
3/20/2024	Kensington, Farmington Ave	Kensington	Connecticut\Hartford
3/19/2024	2224 S. Douglas Hwy-Gillette	Gillette	Wyoming
3/18/2024	E Cypress Creek Rd & Corporate	Fort Lauderdale	Florida\BrowardCounty
3/16/2024	US 6 and 12th Ave W.	Newton	Iowa
3/15/2024	Rock Springs & Welch	Apopka	Florida\Orlando
3/14/2024	Merced & Hwy 99	Bakersfield	California\KernCounty
3/14/2024	Saint-Hyacinthe - Blvd Laframboise	Saint-Hyacinthe	Quebec\QuebecRemoteMarkets
3/11/2024	US-36 & Mt. Zion Rd	Decatur	Illinois\IllinoisRemoteMarkets
3/11/2024	Tamarack Rd & US 283	Altus	Oklahoma\OklahomaRemoteMarkets
3/11/2024	80 Huguenot St	New Rochelle	NewYork\WestchesterCounty
3/11/2024	Bottoms Bridge	Quinton	Virginia\Richmond
3/11/2024	Buffalo Gap & Bettes	Abilene	Texas\Abilene
3/11/2024	I-55 and Brookway Blvd	Brookhaven	Mississippi\MississippiRemoteMarkets
3/9/2024	Tulare & R St.	Fresno	California\CentralValley
3/8/2024	McClintock & Southern	Tempe	Arizona\Phoenix
3/8/2024	Old US-27 & Webb	Dewitt	Michigan\Lansing
3/8/2024	Strip District	Pittsburgh	Pennsylvania\Pittsburgh
3/8/2024	SR 54 & I-75	Wesley Chapel	Florida\Tampa
3/8/2024	Springfield, West St	Springfield	Massachusetts\WesternMassachusetts
3/8/2024	W. Haven, Saw Mill	West Haven	Connecticut\SouthernConnecticut
3/8/2024	4393 Virginia Beach Blvd	Virginia Beach	Virginia\ChesapeakeBayRegion
3/8/2024	Bridgeville, Chartiers Valley	Bridgeville	Pennsylvania\PittsburghSuburbs
3/8/2024	Harborcreek, Giant Eagle Plaza	Erie	Pennsylvania\PennsylvaniaRemoteMarkets
3/7/2024	NC54 & Farrington Rd	Chapel Hill	NorthCarolina\RaleighDurhamChapelHill
3/7/2024	Route 45 & Washington	Third Lake	Illinois\Lake
3/7/2024	Barnes & Cedar Hills	Portland	Oregon\Portland
3/6/2024	Worthsville & US-31	Greenwood	Indiana\Indianapolis
3/5/2024	Golf Links Rd & Kolb Rd	Tucson	Arizona\Tucson
3/4/2024	SR-66 & Grimm Rd	Newburgh	Indiana\Evansville
3/4/2024	Murphy & Blackburn	Sachse	Texas\DallasSuburbs
3/4/2024	US 69 & Cherokee Street	Wagoner	Oklahoma\OklahomaRemoteMarkets
3/4/2024	14th and Tomichi - Gunnison	Gunnison	Colorado\ColoradoRemoteMarkets
3/1/2024	Southport & Cedar Springs Rd	Spartanburg	SouthCarolina\Greenville
3/1/2024	Miramar & I-15	San Diego	California\SanDiego
3/1/2024	Slauson & Reeve	Pico Rivera	California\SoutheastLosAngeles
3/1/2024	Stonebridge & Country Club	Jackson	Tennessee\TennesseeRemoteMarkets
3/1/2024	Saginaw & Bella Vista	Grand Blanc	Michigan\Flint
3/1/2024	Veterans Pkwy & American Way	Columbus	Georgia\GeorgiaRemoteMarkets
3/1/2024	60th & Slide	Lubbock	Texas\Lubbock
3/1/2024	I-81 and Plantation Road - Hol	Hollins	Virginia\RoanokeLynchburg
3/1/2024	Hwy 150, Sherrills Ford	Sherrills Ford	NorthCarolina\Charlotte
3/1/2024	Germanna Heights	Locust Grove	Virginia\VirginiaRemoteMarkets
3/1/2024	Greece, Long Pond and Latta Rd	Greece	NewYork\Rochester
2/27/2024	W Pensacola St & Ocala Rd	Tallahassee	Florida\Panhandle
2/27/2024	King & Southgate - Billings	Billings	Montana
2/26/2024	SR-9 & I-69	Anderson	Indiana\Indianapolis
2/23/2024	SR 31 & Cypress Pkwy-Babcock R	Babcock Ranch	Florida\Naples
2/23/2024	Broadway (Main) & Bowman	Farmington	NewMexico\NewMexicoRemoteMarkets
2/23/2024	58th & Georgia	Amarillo	Texas\Amarillo
2/23/2024	Hingham, Shipyard Dr	Hingham	Massachusetts\BostonSuburbs
2/23/2024	Fruitville Rd & Cattlemen	Sarasota	Florida\SarasotaBradenton
2/23/2024	Greenwich St & N. Moore St	New York	NewYork\NewYorkCity
2/22/2024	Washburn Way - Klamath Falls	Klamath Falls	Oregon\SouthernOregon
2/22/2024	Ave J & 20th St West	Lancaster	California\AntelopeValley
2/22/2024	1 Yorkville Avenue	Toronto	Ontario\Toronto
2/22/2024	Main St & 21st	Durant	Oklahoma\OklahomaRemoteMarkets
2/22/2024	Konterra Westside Shoppes	Laurel	Maryland\WashingtonDCArea
2/22/2024	Great Mall & McCandless	Milpitas	California\SantaClaraCounty
2/21/2024	Calloway & Snow	Bakersfield	California\KernCounty
2/19/2024	S Zarzamora @ I-35	San Antonio	Texas\SanAntonio
2/19/2024	Ridgeway & Kimball	Waterloo	Iowa
2/19/2024	Contra Costa & Sunvalley	Pleasant Hill	California\ContraCostaCounty
2/19/2024	I-29 and 271st St - Tea	Tea	SouthDakota
2/19/2024	Lebanon Pike and Jackson Downs	Nashville	Tennessee\Nashville
2/19/2024	Hwy 377 & Ollie	Stephenville	Texas\RemoteMarkets
2/19/2024	E Expressway 83 & Liberty Blvd	Penitas	Texas\SouthTexas
2/19/2024	HWY 199 & Westover	Springtown	Texas\RemoteMarkets
2/17/2024	Veterans Memorial Pkwy	Statesboro	Georgia\GeorgiaRemoteMarkets
2/16/2024	315 Arthur Street South	Elmira	Ontario\GreaterTorontoArea
2/16/2024	331 N Street NE_Union Market	Washington	WashingtonDC\WashingtonDC
